[erp][INFO] [2019-09-26 09:37:35] org.hibernate.validator.internal.util.Version.<clinit>(21) | HV000001: Hibernate Validator 6.0.10.Final
  [erp][INFO] [2019-09-26 09:37:46] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/post/SysEveIconController/deleteSysIconMationById]}" onto public void com.skyeye.controller.SysEveIconController.deleteSysIconMationById(com.skyeye.common.object.InputObject,com.skyeye.common.object.OutputObject) throws java.lang.Exception
  [erp][INFO] [2019-09-26 09:37:46] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/post/SysEveMenuAuthPointController/insertSysEveMenuAuthPointMation]}" onto public void com.skyeye.controller.SysEveMenuAuthPointController.insertSysEveMenuAuthPointMation(com.skyeye.common.object.InputObject,com.skyeye.common.object.OutputObject) throws java.lang.Exception
  [erp][INFO] [2019-09-26 09:37:46] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/post/SysEveMenuAuthPointController/querySysEveMenuAuthPointMationToEditById]}" onto public void com.skyeye.controller.SysEveMenuAuthPointController.querySysEveMenuAuthPointMationToEditById(com.skyeye.common.object.InputObject,com.skyeye.common.object.OutputObject) throws java.lang.Exception
  [erp][INFO] [2019-09-26 09:37:46] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/post/SysEveMenuAuthPointController/deleteSysEveMenuAuthPointMationById]}" onto public void com.skyeye.controller.SysEveMenuAuthPointController.deleteSysEveMenuAuthPointMationById(com.skyeye.common.object.InputObject,com.skyeye.common.object.OutputObject) throws java.lang.Exception
  [erp][INFO] [2019-09-26 09:37:46] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/post/SysEveMenuAuthPointController/querySysEveMenuAuthPointListByMenuId]}" onto public void com.skyeye.controller.SysEveMenuAuthPointController.querySysEveMenuAuthPointListByMenuId(com.skyeye.common.object.InputObject,com.skyeye.common.object.OutputObject) throws java.lang.Exception
  [erp][INFO] [2019-09-26 09:37:46] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/post/SysEveMenuAuthPointController/editSysEveMenuAuthPointMationById]}" onto public void com.skyeye.controller.SysEveMenuAuthPointController.editSysEveMenuAuthPointMationById(com.skyeye.common.object.InputObject,com.skyeye.common.object.OutputObject) throws java.lang.Exception
  [erp][INFO] [2019-09-26 09:37:46] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/post/SysEveMenuController/querySysMenuList]}" onto public void com.skyeye.controller.SysEveMenuController.querySysMenuList(com.skyeye.common.object.InputObject,com.skyeye.common.object.OutputObject) throws java.lang.Exception
  [erp][INFO] [2019-09-26 09:37:46] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/post/SysEveMenuController/querySysMenuLevelList]}" onto public void com.skyeye.controller.SysEveMenuController.querySysMenuLevelList(com.skyeye.common.object.InputObject,com.skyeye.common.object.OutputObject) throws java.lang.Exception
  [erp][INFO] [2019-09-26 09:37:46] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/post/SysEveMenuController/querySysMenuMationBySimpleLevel]}" onto public void com.skyeye.controller.SysEveMenuController.querySysMenuMationBySimpleLevel(com.skyeye.common.object.InputObject,com.skyeye.common.object.OutputObject) throws java.lang.Exception
  [erp][INFO] [2019-09-26 09:37:46] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/post/SysEveMenuController/editSysEveMenuSortLowerById]}" onto public void com.skyeye.controller.SysEveMenuController.editSysEveMenuSortLowerById(com.skyeye.common.object.InputObject,com.skyeye.common.object.OutputObject) throws java.lang.Exception
  [erp][INFO] [2019-09-26 09:37:46] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/post/SysEveMenuController/querySysWinMationListBySysId]}" onto public void com.skyeye.controller.SysEveMenuController.querySysWinMationListBySysId(com.skyeye.common.object.InputObject,com.skyeye.common.object.OutputObject) throws java.lang.Exception
  [erp][INFO] [2019-09-26 09:37:46] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/post/SysEveMenuController/insertSysMenuMation]}" onto public void com.skyeye.controller.SysEveMenuController.insertSysMenuMation(com.skyeye.common.object.InputObject,com.skyeye.common.object.OutputObject) throws java.lang.Exception
